path_id,isnad_id,t0,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,t-10
isnad_407,jb_392,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAḥmad b. Rustam al-Ṭabarī,Nuṣayr b. Yūsuf al-Rāzī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,,
isnad_408,jb_393,al-Dānī,Muḥammad b. ʾAḥmad b. ʿAlī al-Kātib al-Baġdādī,ʾAbū Bakr b. Muǧāhid,al-Ḥasan b. al-ʿAbbās b. ʾAbī Mihrān al-Ǧammāl al-Rāzī,Muḥammad b. ʿĪsā b. Rāzī al-Taymī al-ʾIṣbahānī,Nuṣayr b. Yūsuf al-Rāzī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_409,jb_394,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,al-Ḥasan b. al-ʿAbbās b. ʾAbī Mihrān al-Ǧammāl al-Rāzī,Muḥammad b. ʾIdrīs al-Dandānī,Nuṣayr b. Yūsuf al-Rāzī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,
isnad_410,jb_395,al-Dānī,ʿAbd al-ʿAzīz b. Ḫwāstī al-Fārisī,ʾAbū Ṭāhir ʿAbd al-Wāḥid b. ʾAbī Hāšim,ʾAbū Bakr b. Muǧāhid,al-Ḥasan b. al-ʿAbbās b. ʾAbī Mihrān al-Ǧammāl al-Rāzī,ʿAlī b. ʾAbī Naṣr al-Naḥwī,Nuṣayr b. Yūsuf al-Rāzī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,
isnad_411,jb_396,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʿAbd al-Bāqī b. al-Ḥasan b. al-Saqqāʾ,Zayd b. ʿAlī b. ʾAbī Bilāl al-Kūfī,ʾAbū al-Hasan ʿAlī b. al-Ḥusayn al-Muqriʾ al-Naḥwī al-Rāzī,al-Ḥusayn b. Šuʿayb al-Kūfī,Nuṣayr b. Yūsuf al-Rāzī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,
isnad_412,jb_397,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū Bakr Muḥammad b. al-Ḥasan b. Yaʿqūb b. Miqsam,DAWUD B. SULAYMAN,Nuṣayr b. Yūsuf al-Rāzī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_413,jb_398,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-Ḥasan Muḥammad b. ʾAḥmad b. Šanabūḏ,Muḥammad b. Sinān al-Šayzarī,ABI MUSA B. SULAYMAN AL-HIJAZI AL-SHAYZARI,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_414,jb_399,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ʾAbū al-ʿAbbās al-Ḍarīr,Muḥammad b. Sinān al-Šayzarī,ABI MUSA B. SULAYMAN AL-HIJAZI AL-SHAYZARI,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,,,
isnad_415,jb_400,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ISMAIL B. SHU3AYB AL-NAHAWINDI,ʾAbū ʿAlī ʾAḥmad b. Muḥammad al-ʾIṣbahānī,MUHAMMAD B. AL-HASAN B. ZIYAD,MUHAMMAD B. ISMAIL B. ZAYD AL-KHAFFAF AL-MUQRI'  AL-MA3RUF BI-MIMSHAD,ʾAḥmad b. Muḥammad b. Ḥawṯarah al-ʾAṣamm,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,
isnad_416,jb_401,al-Dānī,ʾAbū al-Fatḥ Fāris b. ʾAḥmad b. Ḍarīr,ʾAbū ʾAḥmad ʿAbd Allāh b. al-Ḥusayn b. Ḥasnūn al-Sāmarrī,ISMAIL B. SHU3AYB AL-NAHAWINDI,ʾAbū ʿAlī ʾAḥmad b. Muḥammad al-ʾIṣbahānī,ABU ABD ALLAH MUHAMMAD B. YA3QUb B. YAZID B. ISHAQ AL-MUQRI',al-ʿAbbās b. al-Walīd b. Mirdās,Qutaybah b. Mihrān al-ʾAzāḏānī al-ʾIṣbahānī,ʾAbū al-Ḥasan ʿAlī b. Ḥamzah al-Kisāʾī,,
